y, u_n, u_t
1.055276381909547867e-01,nan,nan
1.065326633165829262e-01,nan,nan
1.075376884422110657e-01,nan,nan
1.085427135678392052e-01,nan,nan
1.095477386934673447e-01,nan,nan
1.105527638190954842e-01,nan,nan
1.115577889447236237e-01,nan,nan
1.125628140703517632e-01,nan,nan
1.135678391959799166e-01,nan,nan
1.145728643216080561e-01,nan,nan
1.155778894472361956e-01,nan,nan
1.165829145728643351e-01,nan,nan
1.175879396984924746e-01,nan,nan
1.185929648241206141e-01,nan,nan
1.195979899497487536e-01,nan,nan
1.206030150753768931e-01,nan,nan
1.216080402010050326e-01,nan,nan
1.226130653266331721e-01,nan,nan
1.236180904522613255e-01,nan,nan
1.246231155778894650e-01,nan,nan
1.256281407035176045e-01,nan,nan
1.266331658291457440e-01,nan,nan
1.276381909547738835e-01,nan,nan
1.286432160804020230e-01,nan,nan
1.296482412060301626e-01,nan,nan
1.306532663316583021e-01,nan,nan
1.316582914572864416e-01,nan,nan
1.326633165829145811e-01,nan,nan
1.336683417085427206e-01,nan,nan
1.346733668341708601e-01,nan,nan
1.356783919597989996e-01,nan,nan
1.366834170854271391e-01,nan,nan
1.376884422110552786e-01,nan,nan
1.386934673366834181e-01,nan,nan
1.396984924623115853e-01,nan,nan
1.407035175879397249e-01,nan,nan
1.417085427135678644e-01,nan,nan
1.427135678391960039e-01,nan,nan
1.437185929648241434e-01,nan,nan
1.447236180904522829e-01,nan,nan
1.457286432160804224e-01,nan,nan
1.467336683417085619e-01,nan,nan
1.477386934673367014e-01,nan,nan
1.487437185929648409e-01,nan,nan
1.497487437185929804e-01,nan,nan
1.507537688442211199e-01,nan,nan
1.517587939698492594e-01,nan,nan
1.527638190954773989e-01,nan,nan
1.537688442211055384e-01,nan,nan
1.547738693467336779e-01,nan,nan
1.557788944723618174e-01,nan,nan
1.567839195979899569e-01,nan,nan
1.577889447236180964e-01,nan,nan
1.587939698492462359e-01,nan,nan
1.597989949748743754e-01,nan,nan
1.608040201005025427e-01,nan,nan
1.618090452261306822e-01,nan,nan
1.628140703517588217e-01,nan,nan
1.638190954773869612e-01,nan,nan
1.648241206030151007e-01,nan,nan
1.658291457286432402e-01,nan,nan
1.668341708542713797e-01,nan,nan
1.678391959798995192e-01,nan,nan
1.688442211055276587e-01,nan,nan
1.698492462311557982e-01,nan,nan
1.708542713567839377e-01,nan,nan
1.718592964824120772e-01,nan,nan
1.728643216080402167e-01,nan,nan
1.738693467336683562e-01,nan,nan
1.748743718592964957e-01,nan,nan
1.758793969849246352e-01,nan,nan
1.768844221105527748e-01,nan,nan
1.778894472361809143e-01,nan,nan
1.788944723618090538e-01,nan,nan
1.798994974874371933e-01,nan,nan
1.809045226130653328e-01,nan,nan
1.819095477386934723e-01,nan,nan
1.829145728643216395e-01,nan,nan
1.839195979899497790e-01,nan,nan
1.849246231155779185e-01,nan,nan
1.859296482412060580e-01,nan,nan
1.869346733668341975e-01,nan,nan
1.879396984924623371e-01,nan,nan
1.889447236180904766e-01,nan,nan
1.899497487437186161e-01,nan,nan
1.909547738693467556e-01,nan,nan
1.919597989949748951e-01,nan,nan
1.929648241206030346e-01,nan,nan
1.939698492462311741e-01,nan,nan
1.949748743718593136e-01,nan,nan
1.959798994974874531e-01,nan,nan
1.969849246231155926e-01,nan,nan
1.979899497487437321e-01,nan,nan
1.989949748743718716e-01,nan,nan
2.000000000000000111e-01,nan,nan
